sku,brand,model_name,colorway,retail_price,release_date,days_since_release,is_limited_edition,sentiment_score,drop_frequency,volatility_score,resale_price
NEW-17438,New Balance,Dunk Low,Triple Black,128,2025-05-19,286,0,0.84,13,0.54,195.31
JOR-86372,Jordan,Yeezy Boost 350,Triple Black,196,2025-09-16,166,0,0.47,6,0.11,203.18
ADI-69524,Adidas,Jordan 1 Retro,Bred,93,2024-05-21,649,1,0.030000000000000027,3,0.06,276.73
JOR-57755,Jordan,550,UNC,159,2024-12-02,454,0,-0.51,11,0.92,152.34
YEE-58827,Yeezy,Air Max 90,Chicago,157,2025-04-19,316,0,0.26,10,0.29,167.16
NIK-98857,Nike,Jordan 1 Retro,UNC,120,2024-07-12,597,0,0.15,5,0.14,161.35
NEW-47794,New Balance,Jordan 4,Bred,155,2025-02-09,385,0,0.35,7,0.1,183.38
ASI-25081,Asics,Dunk Low,Chicago,179,2023-06-28,977,0,0.43,7,0.34,253.67
ASI-16712,Asics,Jordan 4,Sail,125,2024-01-20,771,0,-0.81,18,0.05,140.46
NIK-36447,Nike,550,Mocha,158,2024-10-22,495,0,0.09,14,0.42,153.25
ASI-29016,Asics,Gel-Lyte III,Sail,171,2025-09-09,173,0,-0.94,16,0.52,203.97
JOR-22548,Jordan,Jordan 1 Retro,Triple White,211,2025-12-30,61,0,0.05,8,0.02,194.22
YEE-66651,Yeezy,Gel-Lyte III,Triple White,152,2025-02-25,369,1,-0.33999999999999997,2,0.25,589.67
YEE-63775,Yeezy,Air Force 1,Bred,242,2025-11-30,91,0,0.14,6,0.21,199.35
NIK-49219,Nike,Air Max 90,Sail,164,2025-10-09,143,0,-0.31,19,0.9,200.73
NEW-75701,New Balance,Jordan 4,Bred,92,2023-11-17,835,0,0.28,12,0.05,95.74
ADI-70510,Adidas,Jordan 1 Retro,Mocha,125,2024-05-14,656,0,-0.85,14,0.64,147.93
NIK-28484,Nike,Jordan 1 Retro,Mocha,119,2023-08-13,931,0,0.85,5,0.15,141.6
ADI-81374,Adidas,Yeezy Boost 350,Panda,179,2026-01-30,30,0,0.89,14,0.59,223.94
ADI-50995,Adidas,Air Max 90,Sail,168,2023-10-12,871,0,-0.71,19,0.95,200.94
NEW-21503,New Balance,Air Force 1,UNC,125,2024-07-27,582,0,0.54,10,0.22,198.26
ASI-69353,Asics,550,Triple Black,143,2023-10-30,853,0,0.27,16,0.95,139.95
NIK-96653,Nike,Air Max 90,Bred,115,2023-11-25,827,1,0.6000000000000001,1,0.92,307.52
JOR-27498,Jordan,Jordan 1 Retro,Triple White,176,2025-05-15,290,0,0.92,12,0.3,244.69
ADI-86314,Adidas,Yeezy Boost 350,Sail,116,2025-11-28,93,1,0.34,2,0.28,318.11
NEW-78402,New Balance,Jordan 4,Triple White,177,2024-12-18,438,0,0.09,11,0.56,154.18
ASI-19466,Asics,550,Bred,131,2024-05-10,660,0,-0.76,20,0.72,113.2
ASI-59905,Asics,Dunk Low,Bred,164,2024-02-26,734,0,0.07,7,0.87,245.53
JOR-19413,Jordan,Yeezy Boost 350,Triple Black,187,2023-12-09,813,0,-0.08,8,0.49,209.12
YEE-90304,Yeezy,Gel-Lyte III,Sail,214,2023-12-27,795,0,-0.3,17,0.39,192.36
NEW-86975,New Balance,550,Bred,145,2025-02-16,378,0,0.49,16,0.27,143.92
NEW-28445,New Balance,Jordan 4,UNC,93,2025-07-01,243,0,0.84,14,0.2,109.89
JOR-44944,Jordan,Air Max 90,Sail,236,2025-05-21,284,0,-0.87,15,0.23,155.75
NEW-56660,New Balance,Yeezy Boost 350,Mocha,90,2023-06-18,987,1,0.15000000000000002,1,0.31,308.72
NIK-88487,Nike,Air Force 1,UNC,113,2023-09-29,884,0,-0.93,11,0.15,83.78
NIK-12238,Nike,550,Chicago,139,2023-12-14,808,0,-0.12,9,0.41,133.51
ADI-22029,Adidas,Yeezy Boost 350,Bred,176,2025-01-11,414,0,-0.57,20,0.64,138.5
NIK-36973,Nike,Air Force 1,Mocha,98,2025-12-29,62,0,0.15,9,0.1,107.21
NIK-70770,Nike,Yeezy Boost 350,Triple Black,156,2023-09-19,894,0,0.91,16,1.0,268.47
NEW-44016,New Balance,Gel-Lyte III,UNC,155,2025-08-07,206,0,-0.17,10,0.47,175.87
ADI-65917,Adidas,Dunk Low,Bred,128,2024-06-11,628,0,-0.96,9,0.17,97.62
ADI-81320,Adidas,550,Sail,102,2023-09-07,906,1,-0.36,1,0.5,354.71
ASI-49833,Asics,Yeezy Boost 350,Panda,100,2025-08-17,196,0,0.98,10,0.25,179.59
JOR-33044,Jordan,Jordan 4,Chicago,172,2025-02-21,373,0,0.69,19,0.18,207.89
JOR-78054,Jordan,Yeezy Boost 350,Mocha,218,2025-06-14,260,0,0.53,17,0.61,309.3
NIK-68277,Nike,Jordan 4,Triple White,155,2023-09-07,906,0,-0.58,16,0.28,191.09
NEW-91357,New Balance,Dunk Low,Triple White,124,2025-12-09,82,0,0.09,5,0.31,164.22
ADI-23080,Adidas,Jordan 1 Retro,Triple White,171,2025-11-18,103,0,0.25,6,0.82,174.98
JOR-27115,Jordan,Air Max 90,Triple Black,175,2025-06-20,254,0,-0.94,14,0.9,150.73
ADI-92672,Adidas,Jordan 4,UNC,158,2024-08-09,569,0,-0.09,16,0.48,187.32
YEE-70244,Yeezy,Yeezy Boost 350,UNC,208,2025-04-20,315,0,-0.14,14,0.72,254.69
JOR-30608,Jordan,550,Panda,173,2025-04-02,333,1,0.040000000000000036,1,0.29,476.78
ADI-46036,Adidas,Yeezy Boost 350,Triple Black,135,2023-06-11,994,0,-0.55,16,0.26,146.37
JOR-13399,Jordan,550,UNC,184,2024-01-20,771,1,-0.16999999999999993,3,0.93,446.86
ASI-35459,Asics,Air Max 90,Triple White,172,2024-03-23,708,1,0.8600000000000001,3,0.97,738.72
ADI-17645,Adidas,550,Panda,161,2024-09-29,518,0,0.29,5,0.63,239.31
ADI-39348,Adidas,Yeezy Boost 350,Panda,106,2023-07-05,970,0,-0.37,8,0.81,86.2
NIK-24508,Nike,550,Chicago,121,2023-11-22,830,0,0.16,20,0.01,152.2
JOR-91107,Jordan,550,Sail,245,2025-08-17,196,0,-0.9,5,0.01,280.14
YEE-71821,Yeezy,Air Max 90,Panda,164,2023-11-22,830,1,0.030000000000000027,1,0.05,481.19
ASI-40844,Asics,Jordan 4,Mocha,149,2024-04-14,686,0,0.49,18,0.88,125.22
NIK-12046,Nike,550,Bred,106,2024-05-15,655,0,0.23,9,0.58,107.93
YEE-69042,Yeezy,Jordan 4,Triple White,188,2024-01-01,790,1,0.5700000000000001,2,0.09,398.87
ADI-89974,Adidas,Dunk Low,Triple White,93,2025-05-04,301,1,-0.009999999999999953,2,0.27,213.4
YEE-82382,Yeezy,Air Force 1,Panda,221,2025-04-23,312,1,-0.57,3,0.03,411.47
NIK-57056,Nike,Gel-Lyte III,Triple Black,175,2025-05-19,286,0,-0.91,13,0.05,217.5
ASI-27569,Asics,Air Force 1,Triple White,148,2025-02-16,378,0,0.94,13,0.76,196.92
JOR-22408,Jordan,Dunk Low,Sail,198,2025-05-21,284,0,-0.0,20,0.25,296.65
JOR-18820,Jordan,Yeezy Boost 350,Sail,233,2023-11-29,823,0,0.91,8,0.4,312.84
NEW-69308,New Balance,Jordan 1 Retro,UNC,135,2025-02-25,369,0,0.19,16,0.63,197.39
ASI-91233,Asics,Gel-Lyte III,Triple White,160,2024-05-29,641,1,-0.19999999999999996,1,0.11,540.78
ASI-91473,Asics,Yeezy Boost 350,Bred,93,2024-10-16,501,0,0.03,20,0.11,117.49
NEW-34229,New Balance,Jordan 1 Retro,Chicago,162,2026-01-19,41,0,0.63,6,0.42,287.9
NIK-28976,Nike,550,Triple Black,110,2026-01-19,41,0,0.82,5,0.39,136.81
YEE-73197,Yeezy,Gel-Lyte III,Chicago,236,2024-11-18,468,0,-0.51,12,0.86,221.26
YEE-49949,Yeezy,550,Triple White,246,2024-06-22,617,0,0.31,13,0.43,283.86
ADI-66938,Adidas,Jordan 4,UNC,114,2024-02-12,748,1,-0.41000000000000003,2,0.44,378.62
ADI-55475,Adidas,Yeezy Boost 350,Triple Black,158,2025-09-02,180,1,-0.28,2,0.8,387.3
NIK-32222,Nike,Yeezy Boost 350,UNC,94,2023-07-15,960,1,-0.43999999999999995,1,0.05,248.54
ASI-34678,Asics,Yeezy Boost 350,Panda,156,2024-01-07,784,1,0.19000000000000003,3,0.18,749.37
YEE-23418,Yeezy,Jordan 1 Retro,Triple Black,184,2024-09-03,544,0,-0.61,19,0.05,127.94
ADI-91797,Adidas,Air Max 90,Mocha,177,2023-08-13,931,0,-0.63,17,0.18,118.88
ADI-35249,Adidas,Jordan 4,Triple White,161,2023-12-17,805,0,-0.23,15,0.55,228.75
ASI-79167,Asics,550,UNC,100,2024-05-12,658,0,0.91,19,0.36,156.26
ASI-79678,Asics,550,Chicago,135,2024-05-04,666,0,0.31,20,0.59,180.03
ADI-45625,Adidas,Jordan 4,Triple White,175,2024-08-04,574,0,0.65,18,0.95,246.87
ADI-72906,Adidas,550,Bred,157,2025-12-08,83,0,-0.43,18,0.98,206.61
NEW-82753,New Balance,Dunk Low,Triple White,105,2024-02-20,740,1,1.0,3,0.03,551.51
ADI-56126,Adidas,Air Max 90,Triple Black,101,2023-10-04,879,1,1.0,3,0.42,243.54
JOR-33059,Jordan,Dunk Low,Triple Black,181,2024-10-27,490,0,0.64,9,0.5,323.01
JOR-82688,Jordan,Jordan 4,Mocha,194,2026-02-06,23,0,-0.05,6,0.64,256.7
ADI-45329,Adidas,Gel-Lyte III,UNC,177,2025-09-04,178,0,0.74,6,0.38,297.8
YEE-86012,Yeezy,Dunk Low,Sail,220,2024-11-14,472,0,0.91,16,0.24,350.42
NEW-90036,New Balance,Jordan 1 Retro,Triple White,106,2024-06-05,634,0,-0.31,14,0.73,111.08
ADI-46342,Adidas,Gel-Lyte III,Panda,90,2024-08-22,556,0,-0.26,19,0.2,116.21
YEE-40397,Yeezy,Dunk Low,Mocha,167,2025-06-06,268,0,-0.34,11,0.26,245.08
NIK-51918,Nike,Air Force 1,UNC,127,2025-08-15,198,0,-0.59,18,0.56,113.55
YEE-96029,Yeezy,Jordan 1 Retro,Mocha,232,2023-07-22,953,0,-0.5,5,0.45,193.77
ADI-72462,Adidas,Air Force 1,Chicago,100,2024-05-21,649,1,-0.16000000000000003,3,0.48,388.94
NEW-91631,New Balance,Jordan 4,Mocha,100,2024-07-15,594,0,-0.08,18,0.2,129.38
ASI-31976,Asics,Jordan 1 Retro,UNC,92,2025-09-02,180,1,0.46,2,0.87,223.66
ADI-82547,Adidas,Jordan 4,Bred,131,2024-02-04,756,0,0.07,18,0.97,184.74
ADI-40259,Adidas,Air Max 90,UNC,169,2023-09-27,886,0,-0.93,9,0.54,177.45
YEE-10776,Yeezy,Yeezy Boost 350,Bred,192,2024-11-04,482,0,-0.94,19,0.25,178.32
ASI-42820,Asics,Dunk Low,Bred,99,2023-11-09,843,0,0.54,5,0.8,177.34
ADI-56589,Adidas,Air Force 1,Sail,174,2024-11-23,463,1,0.5,3,0.42,421.96
ASI-22795,Asics,Air Force 1,Triple Black,93,2024-11-21,465,1,0.67,3,0.4,404.77
ADI-97999,Adidas,550,Triple White,121,2025-07-03,241,1,-0.08999999999999997,2,0.29,369.61
ADI-63017,Adidas,Dunk Low,Triple White,135,2024-02-01,759,0,-0.3,11,0.28,154.59
JOR-41496,Jordan,Jordan 1 Retro,Bred,224,2025-06-16,258,1,-0.19999999999999996,3,0.53,467.45
JOR-24327,Jordan,Gel-Lyte III,Triple Black,218,2025-02-06,388,0,-0.66,17,0.35,233.36
NIK-19512,Nike,Yeezy Boost 350,Sail,164,2023-12-22,800,1,1.0,3,0.87,597.03
NEW-64099,New Balance,Jordan 4,Triple Black,112,2024-01-04,787,0,-0.37,19,0.46,112.17
NIK-38484,Nike,Air Max 90,Triple White,139,2024-01-10,781,0,-0.66,10,0.34,163.31
NEW-30048,New Balance,550,Triple White,155,2023-07-27,948,0,0.54,16,0.42,270.95
NIK-28383,Nike,Gel-Lyte III,Bred,180,2025-11-19,102,1,1.0,1,0.06,436.32
ADI-73739,Adidas,Jordan 1 Retro,Chicago,146,2025-03-23,343,0,-0.21,9,0.81,135.27
NEW-97289,New Balance,Gel-Lyte III,Triple Black,123,2023-07-15,960,0,-0.49,7,0.6,99.29
YEE-14350,Yeezy,550,Panda,207,2023-09-10,903,0,-0.0,11,0.05,282.34
ADI-13591,Adidas,Jordan 1 Retro,Panda,129,2025-08-01,212,0,0.95,12,0.84,208.59
ASI-74503,Asics,Jordan 4,Triple White,167,2026-01-29,31,0,0.9,7,0.16,209.0
ASI-80390,Asics,Jordan 1 Retro,Chicago,119,2024-12-17,439,0,0.9,5,0.73,132.19
JOR-49996,Jordan,Yeezy Boost 350,Chicago,250,2023-07-26,949,0,-0.14,15,0.14,312.47
NEW-67573,New Balance,Yeezy Boost 350,Mocha,146,2026-02-14,15,0,-0.2,6,0.18,215.94
NIK-22512,Nike,Jordan 1 Retro,Mocha,109,2025-12-05,86,1,0.93,3,0.1,293.21
NEW-82124,New Balance,Air Max 90,Sail,115,2023-09-28,885,1,1.0,2,0.25,372.2
YEE-79730,Yeezy,Jordan 1 Retro,Triple White,171,2024-07-21,588,0,0.97,17,0.18,301.54
ASI-79090,Asics,550,Panda,129,2023-07-18,957,0,0.3,13,0.82,127.81
JOR-77415,Jordan,Dunk Low,Triple White,247,2024-05-03,667,0,0.94,16,0.7,276.04
ADI-75624,Adidas,Yeezy Boost 350,Panda,170,2024-10-06,511,1,1.0,2,0.42,746.29
YEE-40881,Yeezy,Dunk Low,Bred,205,2023-12-23,799,0,0.38,18,0.87,246.31
NIK-55945,Nike,Yeezy Boost 350,Panda,165,2024-01-13,778,0,-0.29,13,0.42,209.75
JOR-93302,Jordan,Gel-Lyte III,UNC,200,2024-08-30,548,1,0.67,3,0.71,844.71
JOR-70237,Jordan,Air Force 1,Chicago,172,2023-07-14,961,0,0.59,5,0.5,236.16
JOR-64818,Jordan,Air Max 90,Chicago,211,2026-02-11,18,1,-0.06,3,0.39,500.68
NIK-99348,Nike,550,UNC,151,2025-06-22,252,0,-0.78,5,0.24,188.5
NIK-81035,Nike,550,Triple Black,176,2024-12-09,447,0,0.79,20,0.2,277.41
ASI-32728,Asics,Jordan 4,Chicago,137,2024-01-02,789,0,-0.6,16,0.49,174.58
ASI-17247,Asics,Air Force 1,Chicago,148,2025-08-29,184,0,-0.7,10,0.44,113.89
ADI-74296,Adidas,550,Triple Black,99,2023-12-28,794,0,-0.95,14,0.48,126.67
NEW-50436,New Balance,550,Triple Black,111,2024-04-02,698,1,1.0,2,0.05,600.66
NEW-71503,New Balance,Air Max 90,Triple White,179,2023-06-29,976,0,0.67,14,0.13,245.54
ASI-55530,Asics,Yeezy Boost 350,Sail,145,2024-01-01,790,0,0.05,16,0.31,144.98
NEW-93818,New Balance,Air Max 90,Sail,160,2023-09-10,903,0,-0.97,18,0.69,120.88
NIK-43864,Nike,Dunk Low,Bred,129,2025-09-29,153,1,-0.41000000000000003,3,0.93,324.12
YEE-24280,Yeezy,Yeezy Boost 350,Mocha,241,2024-02-03,757,0,-0.56,5,0.89,146.27
JOR-38890,Jordan,Yeezy Boost 350,Panda,162,2024-12-30,426,0,0.32,16,0.57,219.12
JOR-43757,Jordan,Air Force 1,Mocha,244,2025-06-09,265,0,0.36,18,0.53,199.63
ASI-63658,Asics,Jordan 1 Retro,Bred,116,2023-12-07,815,0,-0.75,20,0.17,132.68
ADI-21338,Adidas,Yeezy Boost 350,Panda,180,2024-01-30,761,0,0.47,8,0.24,266.44
YEE-96210,Yeezy,550,UNC,188,2024-12-23,433,0,-0.72,19,0.06,147.82
ADI-76924,Adidas,550,Panda,116,2024-01-25,766,0,-0.65,16,0.75,86.0
NEW-61951,New Balance,Dunk Low,Triple White,158,2024-04-22,678,0,0.14,13,0.23,133.66
NEW-28508,New Balance,550,Sail,158,2025-11-21,100,1,-0.58,1,0.28,518.4
ADI-42783,Adidas,Dunk Low,UNC,146,2024-01-08,783,0,0.33,14,0.67,176.22
JOR-11474,Jordan,Air Max 90,Sail,214,2025-11-08,113,0,0.15,17,0.83,253.83
YEE-71419,Yeezy,Air Max 90,UNC,173,2025-01-16,409,0,0.24,16,0.75,255.95
JOR-20690,Jordan,550,Panda,205,2024-12-25,431,0,-0.71,14,0.13,145.49
NIK-10614,Nike,Air Force 1,Mocha,172,2023-09-16,897,0,-1.0,18,0.21,116.5
ASI-13664,Asics,Jordan 1 Retro,UNC,126,2024-03-18,713,0,0.2,13,0.42,135.65
NIK-48038,Nike,Air Force 1,Triple Black,166,2025-12-25,66,0,0.95,11,0.3,252.57
JOR-95333,Jordan,Jordan 1 Retro,Sail,178,2023-08-17,927,0,-0.16,19,0.89,246.88
JOR-45390,Jordan,Air Max 90,Triple Black,243,2025-09-26,156,1,1.0,1,0.05,737.17
NEW-83718,New Balance,Yeezy Boost 350,Triple White,129,2024-08-08,570,0,-0.81,14,0.56,91.4
NEW-72090,New Balance,Jordan 1 Retro,Panda,178,2024-01-11,780,0,-0.79,20,0.4,114.88
NIK-29265,Nike,Jordan 4,Triple Black,154,2025-12-09,82,0,0.08,9,0.42,191.86
YEE-50526,Yeezy,Air Max 90,UNC,197,2025-07-07,237,1,0.15000000000000002,1,0.32,241.71
YEE-93817,Yeezy,Air Max 90,Sail,158,2025-08-16,197,0,0.0,6,0.65,208.35
JOR-92144,Jordan,550,Chicago,169,2025-06-06,268,0,0.11,15,0.17,178.73
YEE-65312,Yeezy,Dunk Low,Bred,169,2023-11-03,849,1,1.0,2,0.25,747.67
ADI-76662,Adidas,Gel-Lyte III,Bred,112,2026-01-07,53,1,1.0,1,0.74,320.37
JOR-24805,Jordan,550,Panda,205,2024-01-24,767,0,-0.85,11,0.7,192.73
JOR-73742,Jordan,550,Bred,221,2024-08-17,561,0,0.56,12,0.05,291.48
ADI-53798,Adidas,550,Panda,156,2024-08-16,562,0,-0.79,5,0.18,197.41
JOR-28293,Jordan,Jordan 1 Retro,Mocha,199,2024-12-18,438,0,-0.78,8,0.4,244.43
NEW-30021,New Balance,Dunk Low,UNC,135,2025-10-27,125,0,0.41,6,0.35,139.27
JOR-67943,Jordan,Air Force 1,Triple Black,190,2025-01-19,406,0,0.82,16,0.39,259.54
NEW-29396,New Balance,Gel-Lyte III,UNC,146,2024-09-02,545,0,0.67,17,0.89,173.29
JOR-17290,Jordan,Gel-Lyte III,Triple Black,163,2024-03-17,714,0,-0.51,13,0.93,187.1
YEE-11133,Yeezy,550,Chicago,222,2024-07-09,600,1,-0.58,2,0.64,709.1
ADI-92113,Adidas,Dunk Low,Sail,114,2025-05-30,275,1,0.79,2,0.01,206.28
NIK-93516,Nike,Dunk Low,Triple Black,135,2024-04-13,687,0,0.96,6,0.84,242.21
ADI-67607,Adidas,Yeezy Boost 350,Mocha,159,2025-04-29,306,0,0.69,14,0.58,220.52
ASI-89052,Asics,Air Max 90,UNC,113,2025-02-13,381,0,-0.23,14,0.17,154.45
YEE-53381,Yeezy,550,Triple Black,233,2025-02-01,393,0,-0.16,14,0.54,197.26
ADI-90586,Adidas,550,Sail,119,2024-09-26,521,0,-0.94,7,0.49,97.82
JOR-92603,Jordan,Air Force 1,Triple Black,178,2024-06-13,626,0,0.96,10,0.65,241.29
ASI-55302,Asics,550,Sail,128,2023-07-26,949,0,-0.69,12,0.5,163.5
JOR-30429,Jordan,Jordan 4,Triple Black,174,2024-12-30,426,0,-0.81,7,0.04,151.0
NIK-12207,Nike,550,Triple White,175,2025-12-04,87,0,-0.64,19,0.78,222.41
ADI-98104,Adidas,Dunk Low,Panda,124,2024-09-19,528,0,0.07,8,0.53,141.43
NEW-23803,New Balance,Air Max 90,Triple White,101,2026-02-10,19,0,-0.37,6,0.25,150.89
YEE-25383,Yeezy,550,Triple Black,191,2024-05-29,641,0,-0.11,5,0.98,227.41
ASI-18002,Asics,Dunk Low,UNC,90,2024-03-27,704,0,-0.59,10,0.32,104.59
ASI-50585,Asics,Air Max 90,Triple Black,119,2024-08-25,553,1,0.020000000000000018,2,0.77,342.33
NIK-15314,Nike,Jordan 1 Retro,Chicago,149,2023-11-02,850,0,0.48,19,0.32,165.95
NEW-11398,New Balance,550,Mocha,171,2023-11-30,822,0,0.05,6,0.74,171.43
JOR-65384,Jordan,Jordan 1 Retro,Triple Black,203,2023-11-09,843,0,0.9,7,0.99,308.77
YEE-28140,Yeezy,Gel-Lyte III,Mocha,185,2024-07-30,579,0,-0.12,6,0.06,233.36
YEE-24928,Yeezy,Air Force 1,Mocha,187,2025-01-27,398,0,-0.26,19,0.38,159.8
ASI-39798,Asics,Jordan 4,Sail,152,2025-01-14,411,0,-0.66,17,0.96,117.86
ASI-93132,Asics,Air Force 1,UNC,100,2025-02-11,383,1,-0.44999999999999996,3,0.81,226.15
NEW-90726,New Balance,Dunk Low,UNC,180,2024-08-06,572,0,0.08,7,0.74,249.4
ADI-30216,Adidas,Gel-Lyte III,Bred,105,2025-06-06,268,0,-0.35,15,0.75,144.86
NIK-54184,Nike,Yeezy Boost 350,Triple Black,167,2024-09-18,529,1,-0.43999999999999995,3,0.14,418.53
YEE-54778,Yeezy,Jordan 1 Retro,Panda,199,2025-04-24,311,0,-0.88,15,0.76,249.1
ADI-56324,Adidas,Yeezy Boost 350,Triple Black,174,2023-10-12,871,1,-0.03999999999999998,1,0.87,892.72
NIK-19979,Nike,Air Force 1,Bred,147,2023-09-26,887,0,-0.78,8,0.73,140.16
ADI-77575,Adidas,Gel-Lyte III,Panda,105,2025-06-29,245,0,-0.4,13,0.04,91.92
NEW-84650,New Balance,Dunk Low,Triple White,101,2024-04-27,673,0,-0.57,17,0.2,115.9
ADI-53010,Adidas,Jordan 4,Mocha,140,2023-09-23,890,0,-0.71,16,0.92,130.8
NIK-32919,Nike,Yeezy Boost 350,Mocha,110,2025-06-12,262,1,0.65,3,0.73,389.0
NEW-18845,New Balance,Jordan 4,UNC,127,2025-06-18,256,0,0.12,6,0.28,102.21
NEW-70674,New Balance,Yeezy Boost 350,Sail,142,2024-05-09,661,1,-0.19999999999999996,2,0.26,533.32
NIK-36572,Nike,550,Panda,106,2025-03-10,356,0,0.33,9,0.85,157.63
NIK-39346,Nike,550,UNC,158,2025-08-07,206,0,0.77,8,0.34,275.99
JOR-93495,Jordan,Dunk Low,Sail,157,2025-09-27,155,0,0.03,10,0.33,227.27
NIK-78115,Nike,Air Max 90,Chicago,167,2025-06-30,244,0,-0.82,6,0.38,152.86
ASI-12006,Asics,Air Max 90,Bred,95,2025-06-09,265,0,0.21,17,0.18,127.34
ASI-95012,Asics,Gel-Lyte III,Mocha,118,2026-01-02,58,1,0.42000000000000004,1,0.36,141.93
ASI-64450,Asics,Jordan 4,UNC,168,2023-09-20,893,0,-0.61,14,0.22,178.4
JOR-91703,Jordan,550,Sail,206,2026-02-08,21,0,0.02,16,0.62,170.61
YEE-49385,Yeezy,Air Force 1,Sail,183,2024-04-25,675,0,-0.2,15,0.05,196.39
ASI-41942,Asics,Yeezy Boost 350,UNC,100,2025-12-01,90,0,-0.69,12,0.03,78.29
NIK-96955,Nike,Yeezy Boost 350,Chicago,166,2025-02-06,388,0,0.31,13,0.26,228.08
NIK-13255,Nike,Dunk Low,UNC,155,2023-08-14,930,0,-0.05,17,0.73,232.48
NIK-50400,Nike,550,UNC,107,2024-09-20,527,0,-0.99,7,0.98,68.78
ADI-10659,Adidas,Yeezy Boost 350,Panda,115,2025-01-21,404,0,-0.73,14,0.68,124.22
YEE-20424,Yeezy,Air Force 1,UNC,210,2025-12-31,60,0,0.75,5,0.15,258.24
NIK-37784,Nike,Air Max 90,Sail,99,2023-10-27,856,0,-0.17,7,0.81,88.07
ASI-46461,Asics,550,UNC,148,2024-10-07,510,1,0.36000000000000004,3,0.23,519.72
ADI-49272,Adidas,Gel-Lyte III,Bred,158,2024-06-05,634,1,0.12,2,0.98,555.88
NIK-93443,Nike,550,Mocha,131,2025-04-17,318,0,0.67,16,0.98,210.12
ADI-12433,Adidas,550,Triple White,139,2024-03-17,714,1,-0.009999999999999953,2,0.33,475.6
NEW-80041,New Balance,550,Chicago,119,2024-05-02,668,0,-0.68,18,0.57,141.82
YEE-78446,Yeezy,Dunk Low,Chicago,213,2024-07-20,589,0,0.65,19,0.85,372.32
ASI-36387,Asics,Dunk Low,UNC,170,2023-10-13,870,1,0.91,2,0.06,576.46
ADI-51630,Adidas,Jordan 4,Mocha,152,2024-09-26,521,1,1.0,3,0.33,521.67
ASI-33391,Asics,Yeezy Boost 350,Chicago,133,2024-01-31,760,1,1.0,3,0.86,461.68
ASI-18875,Asics,Jordan 1 Retro,Bred,117,2025-10-18,134,0,0.79,11,0.27,185.11
JOR-88590,Jordan,Air Force 1,Mocha,154,2025-02-17,377,0,-0.65,5,0.89,99.61
ASI-71262,Asics,Jordan 4,Mocha,105,2023-10-23,860,0,0.71,11,0.3,176.84
JOR-37975,Jordan,Dunk Low,Panda,166,2025-01-21,404,0,0.75,13,0.84,216.03
ADI-66464,Adidas,550,Mocha,118,2024-11-12,474,0,0.07,8,0.2,163.99
NIK-45636,Nike,Yeezy Boost 350,Panda,156,2023-11-18,834,1,1.0,1,0.81,524.23
ASI-72809,Asics,Dunk Low,Sail,128,2025-11-04,117,0,0.52,17,0.65,177.61
YEE-58192,Yeezy,Dunk Low,Chicago,209,2024-09-10,537,0,-0.31,5,0.47,260.06
ASI-69854,Asics,Air Force 1,Triple White,113,2024-04-26,674,0,0.82,5,0.3,174.3
NEW-85753,New Balance,Dunk Low,Chicago,132,2025-12-16,75,0,0.58,18,0.9,219.72
JOR-35355,Jordan,Yeezy Boost 350,Triple Black,217,2025-11-15,106,0,0.92,16,0.61,320.23
ADI-45924,Adidas,Air Max 90,Triple Black,157,2025-07-31,213,0,-0.73,5,0.68,188.54
NIK-15908,Nike,Jordan 4,Chicago,105,2024-10-26,491,0,-0.51,5,0.19,124.26
JOR-99611,Jordan,550,Triple White,205,2025-01-09,416,0,0.94,13,0.4,361.24
ADI-77574,Adidas,Air Max 90,Triple White,175,2023-08-27,917,1,-0.21999999999999997,1,0.99,563.78
ASI-56500,Asics,550,Mocha,125,2024-11-18,468,0,-0.58,7,0.14,120.64
ASI-94827,Asics,Jordan 4,Triple Black,102,2023-06-08,997,1,0.33,1,0.67,470.67
NIK-23542,Nike,Air Force 1,Mocha,127,2024-10-27,490,0,0.79,7,0.24,197.83
NIK-89324,Nike,Jordan 4,Chicago,111,2025-05-06,299,1,0.23,3,0.31,315.58
JOR-40125,Jordan,550,Sail,171,2025-10-28,124,1,1.0,2,0.53,335.75
NIK-40847,Nike,Gel-Lyte III,Bred,154,2023-06-12,993,0,-0.21,17,0.61,148.17
JOR-70212,Jordan,550,Sail,240,2023-10-08,875,0,-0.46,18,0.2,307.05
NEW-78282,New Balance,550,Sail,176,2024-09-30,517,1,0.69,1,0.26,534.82
NEW-80312,New Balance,Gel-Lyte III,UNC,150,2025-08-21,192,0,0.3,12,0.19,156.22
NEW-88504,New Balance,Yeezy Boost 350,Triple Black,139,2024-03-23,708,0,0.4,5,0.12,115.5
YEE-94964,Yeezy,Jordan 4,Panda,218,2023-11-22,830,1,0.15000000000000002,3,0.74,588.93
ADI-30879,Adidas,Air Force 1,Sail,152,2024-01-13,778,0,0.6,10,0.46,259.74
ASI-96795,Asics,Yeezy Boost 350,Chicago,156,2025-01-01,424,0,-0.16,8,0.52,141.02
JOR-96614,Jordan,550,Triple Black,168,2024-09-22,525,0,0.17,14,0.26,246.75
ASI-22568,Asics,Air Force 1,Panda,129,2025-11-25,96,0,-0.16,17,0.93,134.98
